name,product_title,price,product_url,image_url,image_file
cookie_cutter,"12 Pieces Round Cookie Biscuit Cutter Set, Stainless Steel",35.07,https://www.amazon.com/Pieces-Biscuit-Graduated-Cutters-Stainless/dp/B08BWL2TR5,https://m.media-amazon.com/images/I/71iDjtGYBmL._AC_SL1200_.jpg,images/cookie_cutter.jpg
manual_juicer,"CO-Z Manual Citrus Juicer, Commercial Grade Cast Iron",NA,https://www.amazon.com/CO-Z-Commercial-Citrus-Squeezer-Pomegranate/dp/B01MRNL7WI,https://m.media-amazon.com/images/I/81iCiF0JU3L._AC_SL1500_.jpg,images/manual_juicer.jpg
apple_corer,"Zulay Kitchen Apple Corer Tool, Stainless Steel",9.99,https://www.amazon.com/Zulay-Stainless-Steel-Apple-Corer/dp/B07C6CP1XB,https://m.media-amazon.com/images/I/81120Ot-+xL._AC_SL1500_.jpg,images/apple_corer.jpg
melon_baller,"KitchenCraft Professional Melon Baller Scoop, Stainless Steel",NA,https://www.amazon.com/Professional-Stainless-Steel-Handled-Baller/dp/B0001IWV4Y,https://m.media-amazon.com/images/I/61zdrCvOGOL._AC_SL1500_.jpg,images/melon_baller.jpg
potato_ricer,"PriorityChef Large 15oz Potato Ricer, Stainless Steel",25.99,https://www.amazon.com/Priority-Chef-Potato-Perfection-Stainless/dp/B00MUEHPGQ,https://m.media-amazon.com/images/I/71Nm2CTmkjL._AC_SL1500_.jpg,images/potato_ricer.jpg
egg_slicer,OXO Good Grips Egg Slicer,14.99,https://www.amazon.com/OXO-1271080-1271080V1-Slicer-White/dp/B00FYL4MY0,https://m.media-amazon.com/images/I/71S2fb0aWzL._AC_SL1500_.jpg,images/egg_slicer.jpg
avocado_slicer,"OXO Good Grips 3-in-1 Avocado Slicer, Green",11.99,https://www.amazon.com/OXO-Good-Grips-Avocado-Slicer/dp/B0088LR592,https://m.media-amazon.com/images/I/61COEY4FndL._AC_SL1500_.jpg,images/avocado_slicer.jpg
mandoline_slicer,"OXO Good Grips Handheld Mandoline Slicer, Adjustable",21.95,https://www.amazon.com/OXO-Adjustable-Handheld-Mandoline-Slicer/dp/B000YDO2LG,https://m.media-amazon.com/images/I/612eWBe4cUL._AC_SL1500_.jpg,images/mandoline_slicer.jpg
box_grater,OXO Good Grips Box Grater,28.00,https://www.amazon.com/OXO-Good-Grips-Box-Grater/dp/B0007VO0CQ,https://m.media-amazon.com/images/I/61f8-ZiUdGL._AC_SL1500_.jpg,images/box_grater.jpg
mesh_strainer,"Cuisinart Stainless Steel Fine Mesh Strainers, Set of 3",15.99,https://www.amazon.com/Cuisinart-CTG-00-3MS-Stainless-Steel-Strainers/dp/B007TUQF9O,https://m.media-amazon.com/images/I/61EIor9P1BL._AC_SL1000_.jpg,images/mesh_strainer.jpg
fish_spatula,"MIU Fish Spatula Stainless Steel, Flexible Slotted Turner",27.99,https://www.amazon.com/MIU-France-Stainless-Slotted-11-Inch/dp/B000GGTYC8,https://m.media-amazon.com/images/I/71ckTkLbKnL._AC_SL1500_.jpg,images/fish_spatula.jpg
basting_brush,OXO Good Grips Silicone Basting & Pastry Brush,12.99,https://www.amazon.com/OXO-Grips-Silicone-Basting-Pastry/dp/B000HD7FJ4,https://m.media-amazon.com/images/I/51ZYRxasEZL._AC_SL1500_.jpg,images/basting_brush.jpg
dough_scraper,"Spring Chef Dough Bench Scraper, Stainless Steel",NA,https://www.amazon.com/Spring-Chef-Stainless-Scraper-Chopper/dp/B01FQACSLM,https://m.media-amazon.com/images/I/71C6NmQ4acL._AC_SL1500_.jpg,images/dough_scraper.jpg
bench_scraper,OXO Good Grips Stainless Steel Multi-Purpose Scraper & Chopper,14.99,https://www.amazon.com/OXO-Multi-purpose-Stainless-Scraper-Chopper/dp/B00004OCNJ,https://m.media-amazon.com/images/I/61txfa10m3L._AC_SL1500_.jpg,images/bench_scraper.jpg
cake_server,"Nordic Ware Cake Lifter, 10-Inches",16.50,https://www.amazon.com/Nordic-Ware-Cake-Lifter-10-Inches/dp/B000237LPC,https://m.media-amazon.com/images/I/418W3blNPsL._AC_SL1000_.jpg,images/cake_server.jpg
ice_scoop,"TeamFar 12oz Ice Scoop, Stainless Steel",NA,https://www.amazon.com/TeamFar-Stainless-Multifunction-Non-Toxic-Dishwasher/dp/B085PVZ37Q,https://m.media-amazon.com/images/I/61Zr3HeiMsL._AC_SL1500_.jpg,images/ice_scoop.jpg
flour_sifter,"Bellemain 3 Cup Flour Sifter, Stainless Steel",10.49,https://www.amazon.com/Bellemain-Stainless-Steel-Flour-Sifter/dp/B00XIIHKFO,https://m.media-amazon.com/images/I/61tFJuyEAXL._AC_SL1080_.jpg,images/flour_sifter.jpg
spoon_rest,"E-far Stainless Steel Spoon Rest, Set of 2",NA,https://www.amazon.com/far-Stainless-Spatula-Kitchen-Dishwasher/dp/B08BR7CKZT,https://m.media-amazon.com/images/I/61RS873wGHL._AC_SL1500_.jpg,images/spoon_rest.jpg
trinket_dish,"COLLECTIVE HOME Ceramic Trinket Dish, 4.75"", White",17.99,https://www.amazon.com/COLLECTIVE-HOME-Decorative-Necklaces-Christmas/dp/B09RPKGVDW,https://m.media-amazon.com/images/I/71ZjV0QJZkL._AC_SL1500_.jpg,images/trinket_dish.jpg
lotion_bottle,"Refillable Plastic Lotion / Soap Dispenser Pump Bottle, 32oz, 2 Pack",NA,https://www.amazon.com/Plastic-Refillable-Dispenser-Container-Bathroom/dp/B092YHX3YP,https://m.media-amazon.com/images/I/41Yp7X9lRcS._AC_SL1500_.jpg,images/lotion_bottle.jpg
toothbrush_cup,"iHave Toothbrush Holder, 2 Cups Wall Mounted",17.99,https://www.amazon.com/iHave-Toothbrush-Bathrooms-Toothpaste-Dispenser/dp/B099MS8VL2,https://m.media-amazon.com/images/I/61vnb0dxNmL._AC_SL1500_.jpg,images/toothbrush_cup.jpg
gravy_separator,OXO Good Grips Good Gravy 4-Cup Fat Separator,19.95,https://www.amazon.com/OXO-Grips-Gravy-Separator-4-Cup/dp/B071F2ZM15,https://m.media-amazon.com/images/I/61W8X6uh4yL._AC_SL1500_.jpg,images/gravy_separator.jpg
butter_crock,"Sweese French Butter Dish / Crock with Water Line, White",24.99,https://www.amazon.com/Sweese-Porcelain-Butter-Keeper-Crock/dp/B076H4SDBT,https://m.media-amazon.com/images/I/61qUDXFaPIL._AC_SL1500_.jpg,images/butter_crock.jpg
condiment_caddy,"ZOOFOX 2 Pack Metal Condiment Caddy, Tabletop Organizer",NA,https://www.amazon.com/ZOOFOX-Condiment-Tabletop-Organizer-Countertop/dp/B0BCKKJQK7,https://m.media-amazon.com/images/I/71zkSj-cG4L._AC_SL1500_.jpg,images/condiment_caddy.jpg
napkin_dispenser,"San Jamar Countertop Napkin Dispenser, 300 Napkins, Black",95.99,https://www.amazon.com/San-Jamar-H3001BKC-Countertop-Dispenser/dp/B0002L34HI,https://m.media-amazon.com/images/I/7176+-lYkqL._SL1500_.jpg,images/napkin_dispenser.jpg
straw_holder,MyLifeUNIT Stainless Steel Straw Holder for Counter,NA,https://www.amazon.com/MyLifeUNIT-Counter-top-Dispenser-Stainless-Organizer/dp/B01J7Z2OC0,https://m.media-amazon.com/images/I/61TGW+y6d6L._AC_SL1500_.jpg,images/straw_holder.jpg
spice_rack,"Amazon Basics 20 Jars Spice Rack Organizer, Silver",37.43,https://www.amazon.com/Amazon-Basics-Organizers-Storage-Silver/dp/B07YX8NSTD,https://m.media-amazon.com/images/I/61e-9B7Lk+L._AC_SL1200_.jpg,images/spice_rack.jpg
serving_spoon,"Chef Craft Select Serving Spoon, 9.5 inch, Stainless Steel",4.01,https://www.amazon.com/Chef-Craft-10130-6-Silver/dp/B00F1UX6MI,https://m.media-amazon.com/images/I/51aJ-jQdiBL._AC_SL1500_.jpg,images/serving_spoon.jpg
ladle_small,Idomy 2-Piece Stainless Steel Small Ladle,NA,https://www.amazon.com/Idomy-2-Piece-Stainless-Steel-Gravy/dp/B07QL6P4ZV,https://m.media-amazon.com/images/I/51O7NtZx8mL._AC_SL1000_.jpg,images/ladle_small.jpg
colander_plastic,"YBM Home 9.75 Inch Plastic Strainer Colander with Handle, White",NA,https://www.amazon.com/YBM-Plastic-Strainer-Colander-Handle/dp/B07CX87JM3,https://m.media-amazon.com/images/I/51NR7lSR-cS._AC_SL1500_.jpg,images/colander_plastic.jpg
teapot_glass,HIWARE 1000ml Glass Teapot with Removable Infuser,20.90,https://www.amazon.com/Hiware-Removable-Infuser-Stovetop-Blooming/dp/B01LZSA84J,https://m.media-amazon.com/images/I/71TkR7JSRnL._AC_SL1500_.jpg,images/teapot_glass.jpg
